humidity,precipMM,tempC,Common cold,Dengue,HeatStroke
94,1.2,23,1,0,0
93,0.8,25,1,0,0
91,0.5,25,0,0,0
92,1.4,25,1,0,0
93,0.6,25,1,0,0
94,0.5,24,0,0,0
95,0.2,24,0,0,0
96,0.4,24,0,0,0
97,0.3,22,0,0,0
97,0.4,22,0,0,0
97,0.2,22,0,0,0
97,0.2,22,0,0,0
97,1,22,1,0,0
97,0.5,22,0,0,0
97,0.2,22,0,0,0
97,0.8,22,1,0,0
97,0.9,22,1,0,0
97,0.9,22,1,0,0
97,1.2,22,1,0,0
97,0.7,22,1,0,0
97,0.6,23,1,0,0
96,1.3,23,1,0,0
94,1,23,1,0,0
93,1.9,24,1,0,0
93,1.8,23,1,0,0
93,2.7,24,1,0,0
94,1.9,25,1,0,0
94,1.7,25,1,0,0
95,2.1,24,1,0,0
96,2,24,1,0,0
96,1.7,24,1,0,0
97,1.8,22,1,0,0
97,1.6,22,1,0,0
97,0.7,22,1,0,0
97,1.9,22,1,0,0
97,2.4,22,1,0,0
97,1.8,22,1,0,0
97,1.7,22,1,0,0
97,1.7,22,1,0,0
97,0.6,22,1,0,0
97,1.6,22,1,0,0
97,1.7,22,1,0,0
97,2.5,22,1,0,0
97,3.1,22,1,0,0
97,3.4,23,1,0,0
97,3.7,23,1,0,0
97,3.5,23,1,0,0
96,3.1,23,1,0,0
96,3.2,23,1,0,0
96,3.8,23,1,0,0
96,3,23,1,0,0
97,2.5,23,1,0,0
97,3.2,23,1,0,0
97,4.5,23,1,0,0
97,4.5,22,1,0,0
97,4.6,22,1,0,0
98,4.5,22,1,0,0
98,5.6,22,1,0,0
98,6.1,22,1,0,0
98,5.5,22,1,0,0
98,4.5,22,1,0,0
98,3.4,22,1,0,0
98,1.5,21,1,0,0
97,2,21,1,0,0
97,2.2,21,1,0,0
97,2.1,21,1,0,0
97,2.8,21,1,0,0
97,3.4,22,1,0,0
97,3.6,22,1,0,0
96,3.7,22,1,0,0
96,5.4,22,1,0,0
96,6,22,1,0,0
96,4.5,22,1,0,0
97,3.9,22,1,0,0
97,1.2,22,1,0,0
97,0.5,23,0,0,0
97,2.2,23,1,0,0
97,4,23,1,0,0
97,2.9,22,1,0,0
97,2.1,22,1,0,0
97,1.7,22,1,0,0
98,2.1,22,1,0,0
98,2.6,22,1,0,0
98,2,22,1,0,0
98,2.1,22,1,0,0
98,2.3,22,1,0,0
98,1.3,22,1,0,0
98,1.2,22,1,0,0
98,1.7,22,1,0,0
98,1.6,22,1,0,0
98,1.9,22,1,0,0
98,2.6,22,1,0,0
98,2.6,22,1,0,0
97,2.4,23,1,0,0
97,2.8,23,1,0,0
96,2.9,23,1,0,0
95,1.9,23,1,0,0
94,1.8,23,1,0,0
93,1.5,23,1,0,0
94,1.1,23,1,0,0
95,1.2,23,1,0,0
96,1.1,23,1,0,0
96,0.8,23,1,0,0
97,1.2,22,1,0,0
97,0.6,22,1,0,0
97,0.9,22,1,0,0
97,0.4,22,0,0,0
97,0.3,22,0,0,0
97,0.4,22,0,0,0
97,0.6,22,1,0,0
97,0.9,22,1,0,0
97,1.1,22,1,0,0
97,1.3,22,1,0,0
97,1.2,22,1,0,0
97,1,22,1,0,0
97,0.7,22,1,0,0
97,0.3,22,0,0,0
97,0.6,22,1,0,0
96,1.9,22,1,0,0
95,1.4,23,1,0,0
94,1.5,23,1,0,0
93,1.8,24,1,0,0
92,0.7,25,1,0,0
93,1.1,25,1,0,0
94,1.1,24,1,0,0
95,1.2,24,1,0,0
96,0.6,24,1,0,0
96,1,22,1,0,0
97,0.5,22,0,0,0
97,0.5,22,0,0,0
97,1.8,22,1,0,0
97,1.3,22,1,0,0
97,0.9,22,1,0,0
97,1.5,22,1,0,0
97,1,22,1,0,0
97,1.2,22,1,0,0
97,1.8,22,1,0,0
97,1.1,22,1,0,0
97,0.7,22,1,0,0
97,0.9,22,1,0,0
96,1.1,22,1,0,0
95,0.8,23,1,0,0
94,1.1,23,1,0,0
92,1.2,23,1,0,0
91,0.6,24,1,0,0
91,1,24,1,0,0
90,0.7,25,1,0,0
91,1.1,25,1,0,0
93,0.4,24,0,0,0
95,1.1,24,1,0,0
95,0.8,23,1,0,0
96,0.6,22,1,0,0
96,0.5,22,0,0,0
96,0.3,22,0,0,0
96,0.9,22,1,0,0
97,0.8,22,1,0,0
97,0.8,22,1,0,0
97,1.1,22,1,0,0
97,0.3,22,0,0,0
97,0.8,22,1,0,0
97,0.9,22,1,0,0
97,0.5,22,0,0,0
97,0.7,22,1,0,0
96,1.1,22,1,0,0
96,0.9,22,1,0,0
94,1.1,23,1,0,0
92,1.1,23,1,0,0
90,1.5,24,1,0,0
89,1.1,24,1,0,0
88,1.1,24,1,0,0
87,0.4,25,0,0,0
88,0.5,25,0,0,0
89,0.3,25,0,0,0
90,0.6,25,1,0,0
92,0.2,24,0,0,0
94,0.5,24,0,0,0
96,0.5,22,0,0,0
96,0.7,22,1,0,0
96,0.3,22,0,0,0
96,0.5,22,0,0,0
96,0.8,22,1,0,0
96,0.4,22,0,0,0
96,0.3,22,0,0,0
96,0.6,22,1,0,0
96,1,22,1,0,0
96,1.3,22,1,0,0
96,1.3,22,1,0,0
96,1.3,22,1,0,0
96,1.6,22,1,0,0
95,1.5,23,1,0,0
95,1.2,23,1,0,0
94,1.9,23,1,0,0
94,2.2,23,1,0,0
93,1.7,23,1,0,0
93,2.1,23,1,0,0
94,1.9,23,1,0,0
94,1.8,23,1,0,0
95,1.3,24,1,0,0
96,1,23,1,0,0
96,1.3,22,1,0,0
97,0.9,22,1,0,0
97,1.3,22,1,0,0
97,1.4,22,1,0,0
97,1.3,22,1,0,0
97,1.4,22,1,0,0
97,1.9,22,1,0,0
97,0.6,22,1,0,0
97,0.8,22,1,0,0
97,1.1,22,1,0,0
97,0.7,22,1,0,0
97,0.9,22,1,0,0
96,1.3,22,1,0,0
96,1.1,23,1,0,0
95,1.1,23,1,0,0
94,1.7,23,1,0,0
94,1.3,23,1,0,0
93,1.8,23,1,0,0
93,2,23,1,0,0
93,1.1,24,1,0,0
94,1.2,23,1,0,0
95,1.5,23,1,0,0
96,1.4,23,1,0,0
96,1.2,23,1,0,0
96,1.8,22,1,0,0
97,1.6,22,1,0,0
97,1.9,22,1,0,0
97,2,22,1,0,0
97,1.9,22,1,0,0
97,1.5,22,1,0,0
97,1.3,22,1,0,0
97,1.8,22,1,0,0
97,1.1,22,1,0,0
97,2,22,1,0,0
97,2.4,22,1,0,0
97,2.8,22,1,0,0
97,3,22,1,0,0
97,3,23,1,0,0
97,2.4,23,1,0,0
97,2.9,23,1,0,0
97,2.9,23,1,0,0
97,3.3,22,1,0,0
96,3.9,22,1,0,0
96,3.6,22,1,0,0
96,3.5,22,1,0,0
97,3.2,22,1,0,0
97,3.1,22,1,0,0
97,2.6,21,1,0,0
97,2.6,21,1,0,0
97,2.1,21,1,0,0
97,2.5,21,1,0,0
97,2.2,21,1,0,0
98,3.1,21,1,0,0
98,2.1,21,1,0,0
98,2.2,22,1,0,0
98,1.9,22,1,0,0
98,2.5,22,1,0,0
98,2.2,22,1,0,0
98,2.1,22,1,0,0
98,2.5,22,1,0,0
98,1.8,22,1,0,0
98,2,22,1,0,0
97,2.7,22,1,0,0
96,2.9,23,1,0,0
95,3.1,23,1,0,0
95,2.7,23,1,0,0
95,2.7,23,1,0,0
95,2,22,1,0,0
96,2.2,22,1,0,0
96,1.7,22,1,0,0
96,1.7,22,1,0,0
97,2,22,1,0,0
97,2.3,22,1,0,0
97,1.9,22,1,0,0
97,1.3,22,1,0,0
97,0.7,22,1,0,0
98,1.2,22,1,0,0
97,2.4,22,1,0,0
97,1,22,1,0,0
97,0.4,22,0,0,0
97,1.4,21,1,0,0
97,1.3,21,1,0,0
97,1.9,21,1,0,0
97,0.5,22,0,0,0
97,0.8,22,1,0,0
97,0.8,22,1,0,0
97,1.9,22,1,0,0
97,1.9,22,1,0,0
96,1.5,23,1,0,0
95,1.5,24,1,0,0
95,1.7,24,1,0,0
94,0.8,25,1,0,0
94,0.9,24,1,0,0
95,0.9,24,1,0,0
96,0.8,24,1,0,0
96,0.8,23,1,0,0
96,0.5,23,0,0,0
97,0.2,21,0,0,0
97,0.4,21,0,0,0
97,0.4,21,0,0,0
97,0.4,21,0,0,0
97,0.8,22,1,0,0
98,0.5,22,0,0,0
98,1.8,22,1,0,0
98,0.9,22,1,0,0
98,1.4,22,1,0,0
98,1.9,22,1,0,0
98,1.7,22,1,0,0
97,1.1,22,1,0,0
97,0.8,23,1,0,0
96,0.7,23,1,0,0
96,0.7,23,1,0,0
95,1,23,1,0,0
95,1,23,1,0,0
95,1.6,24,1,0,0
95,0.4,25,0,0,0
96,0.8,24,1,0,0
96,0.6,24,1,0,0
97,0.5,24,0,0,0
97,0.6,23,1,0,0
97,0.7,22,1,0,0
97,0.8,22,1,0,0
97,0.6,22,1,0,0
97,0.5,22,0,0,0
98,0.8,22,1,0,0
98,0.7,22,1,0,0
98,0.4,22,0,0,0
98,0.9,22,1,0,0
98,0.9,22,1,0,0
98,0.8,22,1,0,0
98,0.8,22,1,0,0
97,1.3,22,1,0,0
97,1,22,1,0,0
97,0.9,22,1,0,0
97,0.9,22,1,0,0
96,1.1,22,1,0,0
95,1,22,1,0,0
95,1.4,24,1,0,0
95,1.1,24,1,0,0
94,0.9,24,1,0,0
95,1.8,24,1,0,0
96,1.8,24,1,0,0
96,1,24,1,0,0
97,1.6,23,1,0,0
97,0.6,22,1,0,0
97,0.4,22,0,0,0
97,0.2,22,0,0,0
97,0.1,22,0,0,0
97,0.3,21,0,0,0
98,0,21,0,0,0
98,0.2,22,0,0,0
98,0.5,22,0,0,0
98,0.5,22,0,0,0
98,0.6,22,1,0,0
98,1.9,22,1,0,0
98,0.9,22,1,0,0
98,1.3,22,1,0,0
98,1.5,22,1,0,0
98,1.2,22,1,0,0
97,1,22,1,0,0
97,1.4,22,1,0,0
97,0.6,23,1,0,0
96,1,24,1,0,0
96,0.4,24,0,0,0
96,0.9,24,1,0,0
97,0.5,24,0,0,0
97,1.3,24,1,0,0
97,0.8,23,1,0,0
97,0.8,22,1,0,0
98,0.6,22,1,0,0
98,0.7,22,1,0,0
98,0.5,22,0,0,0
98,0.4,22,0,0,0
98,0.4,22,0,0,0
98,0.8,22,1,0,0
98,0.6,22,1,0,0
98,0.5,22,0,0,0
98,0.5,22,0,0,0
98,0.8,22,1,0,0
98,1.1,22,1,0,0
98,0.7,22,1,0,0
98,0.5,22,0,0,0
97,0.8,22,1,0,0
97,0.5,22,0,0,0
96,0.9,22,1,0,0
96,0.4,24,0,0,0
95,0.7,23,1,0,0
95,0.5,25,0,0,0
95,0.5,25,0,0,0
96,0.8,24,1,0,0
97,0.6,24,1,0,0
97,0.5,24,0,0,0
97,0.3,22,0,0,0
98,0.4,22,0,0,0
98,0.2,22,0,0,0
98,0.2,22,0,0,0
98,0.7,22,1,0,0
98,0.7,22,1,0,0
98,0.7,22,1,0,0
98,0.8,22,1,0,0
98,0.5,22,0,0,0
98,0.3,22,0,0,0
98,0.3,22,0,0,0
98,0.3,22,0,0,0
98,0.3,22,0,0,0
98,0.3,22,0,0,0
97,0.5,23,0,0,0
97,0.5,23,0,0,0
96,0.3,23,0,0,0
95,0.3,24,0,0,0
95,0.5,24,0,0,0
94,0.3,24,0,0,0
95,0.3,25,0,0,0
96,0.4,25,0,0,0
97,0.4,25,0,0,0
97,0.3,24,0,0,0
97,0.1,24,0,0,0
98,0.1,22,0,0,0
98,0.4,22,0,0,0
98,0.1,22,0,0,0
98,0.1,22,0,0,0
98,0.1,22,0,0,0
98,0.2,22,0,0,0
98,0.2,22,0,0,0
98,0.1,22,0,0,0
98,0.3,22,0,0,0
98,0.2,22,0,0,0
98,0.5,23,0,0,0
98,0.4,23,0,0,0
98,0.3,23,0,0,0
97,0.3,23,0,0,0
96,0.5,23,0,0,0
96,0.4,23,0,0,0
96,0.5,24,0,0,0
95,0.5,24,0,0,0
95,0.4,24,0,0,0
96,0.3,25,0,0,0
96,0.3,25,0,0,0
97,0.1,24,0,0,0
97,0.1,24,0,0,0
97,0,24,0,0,0
98,0,23,0,0,0
98,0.1,22,0,0,0
98,0.1,22,0,0,0
98,0.3,22,0,0,0
98,0.2,22,0,0,0
98,0.2,22,0,0,0
98,0.1,22,0,0,0
98,0.1,22,0,0,0
98,0.1,22,0,0,0
98,0,22,0,0,0
98,0.1,22,0,0,0
97,0.2,22,0,0,0
97,0.2,23,0,0,0
97,0.2,23,0,0,0
96,0.2,23,0,0,0
96,0.3,23,0,0,0
96,0.3,23,0,0,0
95,0.3,24,0,0,0
95,0.1,25,0,0,0
95,0.3,25,0,0,0
95,0.2,25,0,0,0
95,0.2,25,0,0,0
96,0,24,0,0,0
96,0,24,0,0,0
97,0,23,0,0,0
97,0,22,0,0,0
97,0,22,0,0,0
97,0,22,0,0,0
97,0,22,0,0,0
97,0.1,22,0,0,0
97,0.1,22,0,0,0
97,0,22,0,0,0
97,0.1,22,0,0,0
97,0.2,22,0,0,0
97,0,22,0,0,0
96,0,22,0,0,0
96,0,23,0,0,0
95,0,23,0,0,0
94,0.2,23,0,0,0
93,0.2,23,0,0,0
92,0.2,24,0,0,0
91,0.2,24,0,0,0
90,0.2,26,0,0,0
91,0.2,26,0,0,0
93,0.2,25,0,0,0
94,0.1,25,0,0,0
95,0.1,24,0,0,0
96,0.1,24,0,0,0
97,0.1,23,0,0,0
97,0,22,0,0,0
97,0,22,0,0,0
97,0.1,22,0,0,0
97,0,22,0,0,0
97,0.1,22,0,0,0
97,0.1,22,0,0,0
97,0,22,0,0,0
97,0.1,22,0,0,0
97,0,22,0,0,0
97,0.2,22,0,0,0
97,0.2,22,0,0,0
97,0.1,22,0,0,0
96,0.2,23,0,0,0
95,0.3,23,0,0,0
94,0.3,23,0,0,0
93,0.3,23,0,0,0
92,0.4,24,0,0,0
90,0.4,25,0,0,0
92,0.4,25,0,0,0
93,0.4,25,0,0,0
95,0.4,25,0,0,0
96,0.2,24,0,0,0
96,0.2,24,0,0,0
97,0,23,0,0,0
97,0.1,22,0,0,0
97,0.2,22,0,0,0
97,0.2,22,0,0,0
97,0.1,22,0,0,0
97,0.1,22,0,0,0
97,0,22,0,0,0
97,0,22,0,0,0
97,0.2,22,0,0,0
97,0.1,22,0,0,0
97,0.1,22,0,0,0
97,0.2,22,0,0,0
96,0.2,22,0,0,0
95,0.2,23,0,0,0
94,0.1,23,0,0,0
93,0.2,23,0,0,0
92,0.2,23,0,0,0
91,0.2,25,0,0,0
90,0.2,25,0,0,0
92,0.2,25,0,0,0
93,0.2,25,0,0,0
95,0.2,25,0,0,0
95,0.2,24,0,0,0
96,0.1,24,0,0,0
97,0.1,23,0,0,0
97,0.2,22,0,0,0
97,0.2,22,0,0,0
97,0.1,22,0,0,0
97,0.1,22,0,0,0
97,0.1,22,0,0,0
97,0.2,22,0,0,0
97,0.2,21,0,0,0
97,0.2,21,0,0,0
97,0.1,21,0,0,0
97,0.2,22,0,0,0
97,0.2,22,0,0,0
97,0.2,22,0,0,0
96,0.2,22,0,0,0
95,0.2,23,0,0,0
94,0.2,23,0,0,0
92,0.3,24,0,0,0
90,0.2,25,0,0,0
89,0.1,25,0,0,0
91,0.1,25,0,0,0
92,0.2,25,0,0,0
94,0.2,24,0,0,0
95,0.2,24,0,0,0
95,0.1,23,0,0,0
96,0.1,23,0,0,0
96,0.2,21,0,0,0
96,0.3,21,0,0,0
96,0.2,21,0,0,0
96,0.4,21,0,0,0
96,0.2,21,0,0,0
97,0.2,22,0,0,0
97,0.2,22,0,0,0
97,0.4,22,0,0,0
97,0.2,22,0,0,0
96,0.2,22,0,0,0
96,0.2,22,0,0,0
96,0.1,22,0,0,0
95,0.2,23,0,0,0
94,0.3,23,0,0,0
93,0.3,23,0,0,0
92,0.5,24,0,0,0
92,0.4,25,0,0,0
91,0.2,25,0,0,0
92,0.1,25,0,0,0
93,0.2,25,0,0,0
95,0.2,25,0,0,0
95,0.3,24,0,0,0
96,0.5,23,0,0,0
96,0.2,22,0,0,0
96,0.2,22,0,0,0
96,0.4,22,0,0,0
96,0.3,22,0,0,0
96,0.3,22,0,0,0
96,0.2,22,0,0,0
97,0.2,22,0,0,0
97,0,22,0,0,0
97,0.1,22,0,0,0
97,0,22,0,0,0
97,0.2,22,0,0,0
96,0.1,22,0,0,0
96,0.3,22,0,0,0
95,0.3,23,0,0,0
95,0.5,23,0,0,0
94,0.5,23,0,0,0
92,0.3,24,0,0,0
90,0.3,25,0,0,0
88,0.2,26,0,0,0
90,0.2,25,0,0,0
93,0.3,25,0,0,0
95,0.2,24,0,0,0
95,0.2,24,0,0,0
96,0.3,23,0,0,0
96,0.3,22,0,0,0
96,0.3,22,0,0,0
96,0.7,22,1,0,0
96,0.7,22,1,0,0
96,0.3,21,0,0,0
96,0.3,21,0,0,0
96,0.5,21,0,0,0
97,0.5,21,0,0,0
97,0.3,21,0,0,0
97,0.4,21,0,0,0
97,0.2,21,0,0,0
97,0.3,22,0,0,0
97,0.5,22,0,0,0
96,0.3,22,0,0,0
95,0.3,23,0,0,0
95,0.2,23,0,0,0
94,0.3,23,0,0,0
93,0.4,25,0,0,0
92,0.4,25,0,0,0
93,0.5,25,0,0,0
94,0.4,24,0,0,0
96,0.6,24,1,0,0
96,0.4,24,0,0,0
96,0.5,23,0,0,0
97,0.3,22,0,0,0
97,0.3,22,0,0,0
97,0.6,22,1,0,0
97,0.6,22,1,0,0
97,0.4,22,0,0,0
97,0.5,22,0,0,0
97,0.3,22,0,0,0
97,0.5,22,0,0,0
97,0.4,22,0,0,0
97,0.4,22,0,0,0
97,0.2,22,0,0,0
97,0.6,22,1,0,0
97,0.3,22,0,0,0
96,0.5,22,0,0,0
95,0.6,23,1,0,0
94,0.6,23,1,0,0
92,0.5,25,0,0,0
91,0.6,24,1,0,0
90,0.4,24,0,0,0
91,0.4,25,0,0,0
93,0.6,25,1,0,0
95,0.3,24,0,0,0
95,0.3,24,0,0,0
96,0.3,23,0,0,0
97,0.2,22,0,0,0
97,0.1,22,0,0,0
97,0.2,22,0,0,0
97,0.2,22,0,0,0
97,0.2,22,0,0,0
97,0.2,22,0,0,0
97,0.5,22,0,0,0
97,0.3,22,0,0,0
97,0.3,22,0,0,0
97,0.5,22,0,0,0
97,0.7,22,1,0,0
97,0.3,22,0,0,0
97,0.4,22,0,0,0
95,0.6,23,1,0,0
93,0.5,23,0,0,0
91,0.6,24,1,0,0
90,0.5,24,0,0,0
90,0.6,24,1,0,0
89,0.4,25,0,0,0
90,0.3,25,0,0,0
92,0.3,25,0,0,0
93,0.3,25,0,0,0
94,0.3,24,0,0,0
95,0.4,24,0,0,0
96,0.2,22,0,0,0
96,0.2,22,0,0,0
96,0.3,22,0,0,0
96,0.3,22,0,0,0
96,0.3,22,0,0,0
97,0.2,22,0,0,0
97,0.1,22,0,0,0
97,0.1,22,0,0,0
97,0,22,0,0,0
97,0.2,22,0,0,0
97,0.1,22,0,0,0
96,0.1,22,0,0,0
96,0.2,23,0,0,0
96,0.4,23,0,0,0
95,0.6,23,1,0,0
94,0.5,23,0,0,0
93,0.4,23,0,0,0
93,0.5,24,0,0,0
92,0.5,25,0,0,0
93,0.3,25,0,0,0
94,0.3,25,0,0,0
95,0.5,25,0,0,0
96,0.5,24,0,0,0
96,0.3,24,0,0,0
96,0.3,22,0,0,0
96,0.1,22,0,0,0
97,0,22,0,0,0
97,0.2,22,0,0,0
97,0.2,22,0,0,0
97,0,22,0,0,0
97,0.1,22,0,0,0
97,0.1,22,0,0,0
97,0.1,22,0,0,0
97,0.1,22,0,0,0
96,0,22,0,0,0
95,0.2,23,0,0,0
95,0.2,23,0,0,0
92,0.2,24,0,0,0
89,0.2,24,0,0,0
86,0.3,25,0,0,0
85,0.2,25,0,0,0
85,0.4,25,0,0,0
84,0.4,25,0,0,0
87,0.3,25,0,0,0
90,0.2,25,0,0,0
92,0.3,24,0,0,0
93,0.2,24,0,0,0
94,0,24,0,0,0
95,0,22,0,0,0
95,0,22,0,0,0
95,0,22,0,0,0
96,0,22,0,0,0
96,0.3,22,0,0,0
96,0.2,22,0,0,0
97,0.1,22,0,0,0
97,0,22,0,0,0
97,0,22,0,0,0
97,0,22,0,0,0
96,0,22,0,0,0
96,0.3,22,0,0,0
95,0,23,0,0,0
91,0.1,24,0,0,0
87,0.2,24,0,0,0
84,0.1,25,0,0,0
83,0.2,25,0,0,0
82,0.4,26,0,0,0
81,0.2,26,0,0,0
84,0.4,26,0,0,0
87,0.4,26,0,0,0
90,0.3,25,0,0,0
92,0.3,25,0,0,0
94,0.3,24,0,0,0
95,0.1,23,0,0,0
96,0,22,0,0,0
96,0,22,0,0,0
96,0.1,22,0,0,0
96,0,22,0,0,0
96,0,22,0,0,0
96,0,22,0,0,0
96,0,22,0,0,0
96,0,22,0,0,0
96,0,22,0,0,0
94,0,22,0,0,0
93,0,23,0,0,0
92,0,23,0,0,0
89,0,24,0,0,0
86,0.3,24,0,0,0
82,0.3,25,0,0,0
80,0.3,26,0,1,0
78,0.2,26,0,1,0
77,0.6,27,1,1,0
81,0.6,26,1,0,0
86,0.6,26,1,0,0
90,0.5,25,0,0,0
92,0.4,25,0,0,0
93,0.2,24,0,0,0
95,0.1,24,0,0,0
95,0,23,0,0,0
95,0,23,0,0,0
96,0,23,0,0,0
96,0,22,0,0,0
96,0,22,0,0,0
96,0,22,0,0,0
96,0,22,0,0,0
96,0,22,0,0,0
96,0,22,0,0,0
95,0,22,0,0,0
94,0,22,0,0,0
93,0.1,23,0,0,0
92,0.2,23,0,0,0
90,0.2,24,0,0,0
88,0.3,24,0,0,0
86,0.3,25,0,0,0
83,0.4,25,0,0,0
81,0.3,26,0,0,0
83,0.3,25,0,0,0
85,0.3,26,0,0,0
87,0.6,26,1,0,0
90,0.3,25,0,0,0
93,0.3,24,0,0,0
95,0.1,22,0,0,0
96,0,22,0,0,0
96,0,22,0,0,0
96,0.1,22,0,0,0
96,0.2,22,0,0,0
97,0.2,22,0,0,0
97,0.1,22,0,0,0
96,0,22,0,0,0
96,0,22,0,0,0
96,0,22,0,0,0
95,0,22,0,0,0
95,0,22,0,0,0
94,0,23,0,0,0
91,0.2,23,0,0,0
88,0.3,24,0,0,0
86,0.5,24,0,0,0
85,0.5,25,0,0,0
84,0.4,25,0,0,0
84,0.5,25,0,0,0
86,0.3,25,0,0,0
87,0.2,25,0,0,0
89,0.3,25,0,0,0
91,0.4,25,0,0,0
93,0.3,24,0,0,0
95,0.1,23,0,0,0
95,0,22,0,0,0
95,0,22,0,0,0
96,0,22,0,0,0
96,0,22,0,0,0
96,0,22,0,0,0
96,0.1,22,0,0,0
96,0,22,0,0,0
96,0,22,0,0,0
96,0,22,0,0,0
95,0,22,0,0,0
94,0,22,0,0,0
94,0,22,0,0,0
89,0,23,0,0,0
85,0.3,24,0,0,0
81,0.1,25,0,0,0
82,0.2,25,0,0,0
83,0.3,25,0,0,0
85,0.2,25,0,0,0
86,0.7,26,1,0,0
87,0.3,25,0,0,0
89,0.2,25,0,0,0
91,0.2,25,0,0,0
93,0.2,24,0,0,0
95,0.1,23,0,0,0
96,0,23,0,0,0
96,0,22,0,0,0
97,0,21,0,0,0
97,0,21,0,0,0
97,0,21,0,0,0
97,0,21,0,0,0
97,0,21,0,0,0
96,0,21,0,0,0
96,0,21,0,0,0
93,0,22,0,0,0
90,0,23,0,0,0
87,0,23,0,0,0
82,0,24,0,0,0
77,0,25,0,0,0
73,0,26,0,0,0
73,0.2,28,0,1,0
73,0.3,28,0,1,0
74,0.3,28,0,1,0
78,0.4,27,0,1,0
81,0.6,27,1,0,0
85,0.5,27,0,0,0
88,0.4,26,0,0,0
91,0.2,25,0,0,0
94,0.1,24,0,0,0
94,0,23,0,0,0
93,0,22,0,0,0
93,0,22,0,0,0
94,0,22,0,0,0
94,0,22,0,0,0
95,0,22,0,0,0
95,0,22,0,0,0
95,0,22,0,0,0
95,0,22,0,0,0
94,0,22,0,0,0
94,0,22,0,0,0
93,0,23,0,0,0
91,0,23,0,0,0
88,0,24,0,0,0
85,0,25,0,0,0
81,0,26,0,0,0
77,0,27,0,0,0
72,0.4,29,0,1,0
76,0.3,28,0,1,0
79,1.4,27,1,1,0
83,2.9,27,1,0,0
87,3.5,26,1,0,0
92,0.5,24,0,0,0
96,0.1,23,0,0,0
96,0.2,23,0,0,0
96,0,23,0,0,0
96,0,23,0,0,0
96,0,23,0,0,0
96,0,23,0,0,0
96,0,23,0,0,0
96,0.1,23,0,0,0
96,0,23,0,0,0
96,0,23,0,0,0
92,0,24,0,0,0
88,0,24,0,0,0
84,0,24,0,0,0
81,0.2,25,0,0,0
78,0.1,26,0,1,0
75,0.2,27,0,1,0
80,0.2,28,0,1,0
86,2.4,27,1,0,0
91,0.2,28,0,0,0
92,2.3,28,1,0,0
92,1.7,28,1,0,0
93,1.2,27,1,0,0
95,2,26,1,0,0
96,3,25,1,0,0
97,1.6,24,1,0,0
98,0,24,0,0,0
98,0,24,0,0,0
98,0,23,0,0,0
98,0,23,0,0,0
98,0,23,0,0,0
98,0.1,23,0,0,0
98,0.2,23,0,0,0
98,1,23,1,0,0
98,0.5,23,0,0,0
96,0.2,23,0,0,0
94,0.2,24,0,0,0
92,0.2,24,0,0,0
91,0,25,0,0,0
89,0,25,0,0,0
87,0,26,0,0,0
85,0.3,26,0,0,0
83,0.9,27,1,0,0
82,0.4,27,0,0,0
84,0.6,27,1,0,0
87,2.9,26,1,0,0
89,0.7,26,1,0,0
92,0.7,25,1,0,0
95,0.8,24,1,0,0
97,0.6,23,1,0,0
97,0.3,23,0,0,0
97,0.2,23,0,0,0
97,0.2,23,0,0,0
97,0.1,22,0,0,0
97,0.1,22,0,0,0
97,0.3,22,0,0,0
96,0.2,22,0,0,0
96,0.1,22,0,0,0
96,0,22,0,0,0
96,0.1,22,0,0,0
95,0.2,23,0,0,0
94,0.4,23,0,0,0
94,0.5,23,0,0,0
94,0.5,23,0,0,0
94,0.2,24,0,0,0
93,0,24,0,0,0
91,0.1,24,0,0,0
90,0,25,0,0,0
91,0.2,25,0,0,0
93,1.2,24,1,0,0
95,0.3,25,0,0,0
96,0.6,24,1,0,0
96,0.9,23,1,0,0
97,0.4,22,0,0,0
98,0,22,0,0,0
98,0,22,0,0,0
98,0,22,0,0,0
98,0,22,0,0,0
98,0,22,0,0,0
98,0.1,22,0,0,0
98,0.2,22,0,0,0
98,0,22,0,0,0
98,0,21,0,0,0
95,0,22,0,0,0
93,0,23,0,0,0
91,0,23,0,0,0
89,0,23,0,0,0
88,0.1,24,0,0,0
86,0.1,25,0,0,0
86,0.1,25,0,0,0
85,1,25,1,0,0
85,0.2,26,0,0,0
87,0,25,0,0,0
88,0.5,25,0,0,0
90,1,24,1,0,0
92,0.1,24,0,0,0
95,0.4,23,0,0,0
97,0,22,0,0,0
97,0,22,0,0,0
98,0,22,0,0,0
98,0,22,0,0,0
98,0,21,0,0,0
98,0,21,0,0,0
98,0.4,21,0,0,0
98,0.6,21,1,0,0
98,0.2,21,0,0,0
98,0.1,21,0,0,0
96,0,22,0,0,0
95,0,22,0,0,0
94,0,23,0,0,0
91,0.2,24,0,0,0
88,0.1,24,0,0,0
85,0.4,25,0,0,0
83,0,26,0,0,0
81,0,27,0,0,0
80,0,27,0,0,0
83,0.1,27,0,0,0
87,0.5,26,0,0,0
91,1.1,25,1,0,0
93,0.5,24,0,0,0
95,0.7,23,1,0,0
97,0.8,22,1,0,0
97,0.5,22,0,0,0
97,0.1,22,0,0,0
97,0.1,22,0,0,0
97,0,22,0,0,0
97,0,22,0,0,0
97,0.2,22,0,0,0
97,0,22,0,0,0
97,0,22,0,0,0
97,0,22,0,0,0
