,humidity,precipMM,tempC,windspeedKmph,HeatIndexC
0,72,0.0,18,5,18
1,72,0.0,19,4,19
2,72,0.0,18,4,18
3,72,0.0,18,4,18
4,68,0.0,20,4,20
5,64,0.0,21,5,24
6,59,0.0,21,5,24
7,51,0.0,23,6,25
8,42,0.0,24,7,26
9,33,0.0,28,8,28
10,32,0.0,29,6,29
11,30,0.0,30,5,30
12,29,0.0,30,3,30
13,35,0.0,30,3,30
14,41,0.0,28,3,28
15,47,0.0,28,3,28
16,53,0.0,27,3,27
17,59,0.0,26,3,26
18,64,0.0,24,4,25
19,66,0.0,22,4,25
20,67,0.0,22,4,25
21,68,0.0,22,4,25
22,70,0.0,22,3,24
23,71,0.0,21,3,24
24,72,0.0,21,3,21
25,72,0.0,21,4,24
26,71,0.0,21,6,24
27,71,0.0,21,7,24
28,69,0.0,21,6,21
29,68,0.0,21,6,24
30,66,0.0,22,6,24
31,58,0.0,23,6,25
32,50,0.0,24,7,26
33,42,0.0,27,8,28
34,40,0.0,29,6,29
35,38,0.0,30,4,30
36,36,0.0,30,3,31
37,43,0.0,30,3,31
38,50,0.0,28,2,29
39,57,0.0,27,2,28
40,58,0.0,27,2,28
41,60,0.0,26,2,27
42,61,0.0,24,2,26
43,61,0.0,24,3,26
44,61,0.0,24,3,25
45,62,0.0,24,4,25
46,61,0.0,22,4,25
47,60,0.0,22,5,25
48,59,0.0,23,5,25
49,62,0.0,23,5,25
50,65,0.0,22,6,25
51,68,0.0,21,6,21
52,65,0.0,22,7,25
53,62,0.0,21,7,24
54,59,0.0,21,8,21
55,52,0.0,22,8,24
56,45,0.0,24,9,26
57,38,0.0,27,9,27
58,36,0.0,28,9,28
59,34,0.0,29,8,30
60,32,0.0,30,8,30
61,37,0.0,30,7,30
62,41,0.0,29,7,29
63,46,0.0,28,7,28
64,50,0.0,27,7,28
65,55,0.0,26,6,27
66,59,0.0,24,5,26
67,59,0.0,23,6,25
68,60,0.0,22,6,25
69,60,0.0,22,6,24
70,62,0.0,21,6,24
71,63,0.0,21,6,21
72,65,0.0,20,6,20
73,66,0.0,20,6,20
74,68,0.0,20,6,20
75,69,0.0,19,5,19
76,68,0.0,20,6,20
77,66,0.0,19,7,19
78,65,0.0,19,8,19
79,56,0.0,21,8,21
80,47,0.0,23,9,25
81,38,0.0,26,9,27
82,34,0.0,28,9,28
83,31,0.0,29,9,29
84,28,0.0,30,10,29
85,32,0.0,30,9,29
86,36,0.0,29,9,28
87,41,0.0,28,8,27
88,45,0.0,27,7,27
89,49,0.0,26,6,26
90,53,0.0,24,5,25
91,54,0.0,23,6,25
92,55,0.0,23,7,25
93,56,0.0,22,8,25
94,57,0.0,21,8,21
95,57,0.0,20,8,20
96,58,0.0,20,7,20
97,61,0.0,19,7,19
98,64,0.0,19,8,19
99,66,0.0,19,8,19
100,65,0.0,18,8,18
101,63,0.0,19,8,19
102,62,0.0,19,9,19
103,54,0.0,20,9,20
104,47,0.0,23,10,25
105,39,0.0,26,10,26
106,36,0.0,27,10,27
107,33,0.0,28,9,28
108,29,0.0,29,8,29
109,34,0.0,30,8,29
110,38,0.0,28,7,28
111,43,0.0,27,6,27
112,46,0.0,27,6,27
113,50,0.0,26,7,26
114,53,0.0,24,7,25
115,53,0.0,22,7,24
116,54,0.0,22,7,24
117,54,0.0,21,6,24
118,56,0.0,21,7,21
119,57,0.0,20,7,20
120,58,0.0,20,7,20
121,60,0.0,20,7,20
122,62,0.0,19,7,19
123,63,0.0,18,6,18
124,62,0.0,19,7,19
125,61,0.0,19,8,19
126,59,0.0,19,9,19
127,52,0.0,20,9,20
128,45,0.0,23,8,25
129,39,0.0,26,8,27
130,36,0.0,27,7,28
131,33,0.0,29,6,29
132,30,0.0,30,5,29
133,35,0.0,30,6,29
134,39,0.0,29,7,28
135,44,0.0,27,8,27
136,48,0.0,27,7,27
137,52,0.0,26,7,26
138,56,0.0,24,6,25
139,57,0.0,23,7,25
140,58,0.0,21,7,24
141,60,0.0,21,8,21
142,61,0.0,21,8,21
143,62,0.0,20,7,20
144,63,0.0,20,7,20
145,64,0.0,20,6,20
146,64,0.0,19,5,19
147,65,0.0,19,3,19
148,64,0.0,20,5,20
149,63,0.0,19,7,19
150,63,0.0,19,9,19
151,56,0.0,20,10,20
152,50,0.0,23,10,25
153,44,0.0,25,11,26
154,41,0.0,27,11,27
155,38,0.0,28,11,28
156,35,0.0,29,10,29
157,39,0.0,29,9,29
158,42,0.0,28,8,28
159,46,0.0,28,6,28
160,47,0.0,27,6,27
161,48,0.0,26,7,27
162,49,0.0,25,7,26
163,48,0.0,23,8,25
164,47,0.0,22,8,24
165,47,0.0,21,9,24
166,45,0.0,21,9,21
167,43,0.0,20,9,20
168,42,0.0,20,10,20
169,43,0.0,19,9,19
170,44,0.0,19,8,19
171,46,0.0,18,7,18
172,45,0.0,19,8,19
173,45,0.0,20,10,20
174,44,0.0,20,12,20
175,42,0.0,21,11,21
176,39,0.0,23,11,25
177,36,0.0,25,11,26
178,32,0.0,27,16,27
179,28,0.0,28,13,28
180,24,0.0,29,14,28
181,27,0.0,29,12,28
182,29,0.0,28,11,27
183,31,0.0,28,9,27
184,34,0.0,27,8,26
185,36,0.0,25,8,25
186,39,0.0,24,7,25
187,39,0.0,22,7,24
188,39,0.0,22,7,24
189,39,0.0,21,8,24
190,40,0.0,19,8,19
191,41,0.0,19,8,19
192,42,0.0,18,8,18
193,44,0.0,18,8,18
194,45,0.0,18,8,18
195,47,0.0,17,8,17
196,45,0.0,17,8,17
197,44,0.0,17,8,17
198,42,0.0,18,8,18
199,39,0.0,19,6,19
200,36,0.0,22,4,24
201,33,0.0,25,7,25
202,30,0.0,27,7,27
203,27,0.0,28,9,28
204,24,0.0,30,9,29
205,29,0.0,29,8,28
206,35,0.0,28,4,27
207,40,0.0,27,5,27
208,44,0.0,26,5,26
209,47,0.0,24,4,25
210,51,0.0,22,4,24
211,50,0.0,22,4,24
212,49,0.0,21,4,21
213,48,0.0,21,4,24
214,50,0.0,21,3,21
215,52,0.0,21,3,21
216,53,0.0,21,3,21
217,53,0.0,21,4,21
218,53,0.0,20,4,20
219,53,0.0,20,5,20
220,54,0.0,20,6,20
221,55,0.0,20,6,20
222,56,0.0,20,7,20
223,53,0.0,20,7,20
224,49,0.0,22,7,25
225,46,0.2,24,6,25
226,43,0.0,25,5,26
227,40,0.0,27,4,27
228,37,0.0,28,3,28
229,41,0.0,27,3,27
230,46,0.0,27,4,27
231,50,0.0,26,5,27
232,52,0.5,26,5,26
233,53,0.0,25,5,26
234,55,0.0,24,5,25
235,55,0.0,23,5,25
236,55,0.0,22,5,24
237,56,0.0,22,5,24
238,56,0.0,21,5,24
239,56,0.0,21,6,24
240,55,0.0,21,6,24
241,56,0.0,21,5,21
242,56,0.0,19,4,19
243,57,0.0,19,3,19
244,53,0.0,19,4,19
245,50,0.0,19,5,19
246,47,0.0,20,6,20
247,42,0.0,20,7,20
248,36,0.0,23,7,25
249,31,0.0,25,8,26
250,28,0.0,27,7,27
251,25,0.0,29,6,28
252,22,0.0,30,5,29
253,27,0.0,29,5,29
254,31,0.0,29,4,28
255,36,0.0,28,4,27
256,39,0.0,27,4,27
257,43,0.0,26,4,26
258,46,0.0,25,5,25
259,45,0.0,23,5,25
260,45,0.0,23,6,25
261,44,0.0,23,7,24
262,45,0.0,22,7,24
263,45,0.0,22,8,24
264,46,0.0,21,8,24
265,48,0.0,21,7,21
266,49,0.0,20,5,20
267,50,0.0,20,4,20
268,50,0.0,20,5,20
269,49,0.0,20,6,20
270,49,0.0,20,7,20
271,42,0.0,21,8,21
272,36,0.0,23,9,25
273,29,0.0,26,10,26
274,27,0.0,28,8,27
275,25,0.0,29,7,28
276,23,0.0,30,5,29
277,26,0.0,30,5,29
278,30,0.0,29,5,28
279,34,0.0,27,5,27
280,36,0.0,27,5,26
281,37,0.0,26,6,26
282,38,0.0,24,7,25
283,39,0.0,24,7,25
284,39,0.0,23,8,24
285,40,0.0,22,8,24
286,42,0.0,22,8,24
287,43,0.0,22,8,24
288,45,0.0,22,8,24
289,47,0.0,21,7,24
290,48,0.0,21,5,21
291,50,0.0,19,4,19
292,50,0.0,19,5,19
293,50,0.0,19,6,19
294,50,0.0,20,6,20
295,43,0.0,21,7,21
296,36,0.0,23,7,25
297,30,0.0,26,7,26
298,28,0.0,28,6,27
299,27,0.0,29,6,28
300,25,0.0,30,5,29
301,29,0.0,30,5,29
302,32,0.0,29,4,28
303,36,0.0,28,4,27
304,41,0.0,27,3,27
305,45,0.0,26,3,26
306,50,0.0,24,3,25
307,52,0.0,23,3,25
308,55,0.0,22,3,24
309,57,0.0,21,3,21
310,56,0.0,20,4,20
311,54,0.0,20,5,20
312,53,0.0,20,6,20
313,53,0.0,19,5,19
314,54,0.0,19,5,19
315,54,0.0,19,4,19
316,51,0.0,19,4,19
317,47,0.0,20,5,20
318,44,0.0,21,5,21
319,38,0.0,22,5,24
320,32,0.0,24,5,25
321,26,0.0,27,5,27
322,24,0.0,29,3,29
323,22,0.0,31,2,30
324,20,0.0,32,0,31
325,25,0.0,31,1,30
326,30,0.0,30,1,30
327,35,0.0,30,2,30
328,40,0.0,28,2,28
329,46,0.0,27,3,27
330,51,0.0,25,4,26
331,51,0.0,23,3,25
332,51,0.0,22,3,24
333,52,0.0,22,3,24
334,51,0.0,21,4,24
335,49,0.0,21,4,21
336,48,0.0,20,5,20
337,48,0.0,20,5,20
338,48,0.0,20,5,20
339,48,0.0,19,5,19
340,46,0.0,20,5,20
341,45,0.0,21,6,21
342,44,0.0,20,6,20
343,38,0.0,21,6,24
344,33,0.0,23,6,25
345,27,0.0,27,6,27
346,26,0.0,29,5,28
347,25,0.0,30,3,29
348,24,0.0,31,2,30
349,28,0.0,31,2,30
350,33,0.0,30,1,30
351,37,0.0,29,1,28
352,43,0.0,28,1,27
353,49,0.0,26,1,26
354,55,0.0,24,2,25
355,56,0.0,22,3,24
356,58,0.0,21,3,24
357,60,0.0,19,4,19
358,58,0.0,19,5,19
359,56,0.0,19,5,19
360,54,0.0,19,5,19
361,54,0.0,19,6,19
362,53,0.0,19,6,19
363,53,0.0,18,7,18
364,50,0.0,20,7,20
365,47,0.0,20,7,20
366,44,0.0,20,7,20
367,37,0.0,21,7,24
368,31,0.0,24,7,25
369,25,0.0,27,8,26
370,22,0.0,29,6,28
371,20,0.0,31,4,29
372,18,0.0,32,2,30
373,23,0.0,32,2,30
374,28,0.0,32,2,31
375,34,0.0,30,2,29
376,39,0.0,29,3,28
377,45,0.0,27,3,26
378,50,0.0,25,4,25
379,53,0.0,24,4,25
380,55,0.0,22,4,24
381,57,0.0,21,4,24
382,58,0.0,19,4,19
383,59,0.0,19,4,19
384,60,0.0,18,4,18
385,59,0.0,17,4,17
386,59,0.0,17,4,17
387,58,0.0,17,4,17
388,50,0.0,18,4,18
389,41,0.0,19,3,19
390,33,0.0,20,3,20
391,27,0.0,22,3,24
392,21,0.0,24,3,25
393,16,0.0,27,3,26
394,15,0.0,29,4,27
395,13,0.0,30,6,28
396,12,0.0,31,7,29
397,15,0.0,31,7,29
398,18,0.0,30,6,28
399,21,0.0,29,6,27
400,27,0.0,28,6,26
401,33,0.0,26,6,25
402,39,0.0,23,6,24
403,41,0.0,21,6,24
404,44,0.0,20,5,20
405,47,0.0,20,5,20
406,47,0.0,18,5,18
407,47,0.0,17,5,17
408,47,0.0,17,5,17
409,47,0.0,17,3,17
410,46,0.0,17,2,17
411,46,0.0,16,0,16
412,40,0.0,17,1,17
413,35,0.0,18,2,18
414,30,0.0,19,3,19
415,24,0.0,21,2,21
416,19,0.0,23,1,24
417,14,0.0,27,0,26
418,13,0.0,29,2,27
419,11,0.0,30,3,28
420,10,0.0,31,4,29
421,14,0.0,31,4,28
422,18,0.0,30,4,28
423,22,0.0,28,4,26
424,27,0.0,28,4,26
425,33,0.0,26,5,25
426,38,0.0,23,5,24
427,41,0.0,21,5,24
428,44,0.0,19,5,19
429,46,0.0,19,5,19
430,45,0.0,18,5,18
431,43,0.0,17,5,17
432,42,0.0,17,5,17
433,40,0.0,16,5,16
434,38,0.0,16,4,16
435,36,0.0,16,4,16
436,33,0.0,17,4,17
437,30,0.0,19,5,19
438,27,0.0,19,6,19
439,23,0.0,20,6,20
440,19,0.0,22,5,24
441,16,0.0,26,4,25
442,15,0.0,28,4,26
443,14,0.0,30,4,28
444,13,0.0,31,3,29
445,18,0.0,30,3,28
446,22,0.0,30,2,28
447,27,0.0,28,2,27
448,32,0.0,27,2,26
449,38,0.0,25,2,25
450,43,0.0,23,3,24
451,45,0.0,21,3,24
452,47,0.0,21,4,21
453,48,0.0,20,4,20
454,45,0.0,19,5,19
455,41,0.0,19,6,19
456,37,0.0,18,6,18
457,37,0.0,18,6,18
458,37,0.0,17,5,17
459,36,0.0,17,4,17
460,35,0.0,18,4,18
461,33,0.0,18,5,18
462,31,0.0,19,6,19
463,27,0.0,20,6,20
464,23,0.0,23,6,24
465,19,0.0,26,6,26
466,18,0.0,28,5,27
467,17,0.0,30,4,28
468,16,0.0,31,3,29
469,21,0.0,31,3,29
470,26,0.0,31,3,29
471,30,0.0,29,3,28
472,36,0.0,28,2,26
473,41,0.0,26,2,25
474,46,0.0,23,2,24
475,47,0.0,22,3,24
476,48,0.0,19,3,19
477,49,0.0,18,4,18
478,47,0.0,18,4,18
479,46,0.0,18,4,18
480,45,0.0,18,5,18
481,44,0.0,17,4,17
482,43,0.0,17,3,17
483,41,0.0,17,2,17
484,38,0.0,19,3,19
485,35,0.0,19,4,19
486,32,0.0,19,5,19
487,27,0.0,21,4,21
488,23,0.0,23,3,24
489,19,0.0,27,2,26
490,17,0.0,29,2,27
491,16,0.0,30,3,28
492,14,0.0,32,3,29
493,19,0.0,31,3,29
494,23,0.0,31,3,29
495,28,0.0,29,3,28
496,32,0.0,28,3,26
497,37,0.0,26,3,25
498,42,0.0,23,3,24
499,46,0.0,22,2,24
500,49,0.0,21,2,21
501,53,0.0,19,2,19
502,52,0.0,17,3,17
503,51,0.0,17,3,17
504,50,0.0,17,3,17
505,46,0.0,17,4,17
506,43,0.0,17,5,17
507,40,0.0,17,6,17
508,38,0.0,17,6,17
509,35,0.0,18,6,18
510,33,0.0,18,6,18
511,29,0.0,20,7,20
512,26,0.0,22,7,24
513,23,0.0,25,8,25
514,21,0.0,28,6,27
515,20,0.0,29,4,28
516,18,0.0,31,2,29
517,23,0.0,31,2,29
518,27,0.0,30,2,29
519,32,0.0,30,2,29
520,38,0.0,27,2,26
521,44,0.0,26,1,26
522,50,0.0,23,1,24
523,53,0.0,22,3,24
524,56,0.0,20,5,20
525,59,0.0,19,6,19
526,55,0.0,19,7,19
527,50,0.0,18,7,18
528,45,0.0,18,7,18
529,45,0.0,18,6,18
530,45,0.0,18,5,18
531,45,0.0,17,4,17
532,43,0.0,17,5,17
533,42,0.0,17,7,17
534,41,0.0,17,8,17
535,37,0.0,19,8,19
536,32,0.0,21,8,24
537,28,0.0,25,8,25
538,27,0.0,27,7,26
539,27,0.0,28,7,27
540,26,0.0,29,6,28
541,30,0.0,30,6,29
542,33,0.0,29,5,28
543,37,0.0,28,5,27
544,44,0.0,27,4,27
545,52,0.0,25,4,26
546,60,0.0,23,3,25
547,62,0.0,21,3,24
548,64,0.0,20,3,20
549,66,0.0,19,3,19
550,64,0.0,19,4,19
551,61,0.0,19,5,19
552,58,0.0,18,5,18
553,57,0.0,18,5,18
554,56,0.0,17,4,17
555,54,0.0,17,4,17
556,52,0.0,18,5,18
557,49,0.0,19,6,19
558,46,0.0,19,7,19
559,40,0.0,21,7,21
560,34,0.0,22,7,25
561,29,0.0,26,7,26
562,27,0.0,27,5,27
563,25,0.0,29,4,28
564,23,0.0,30,3,29
565,28,0.0,30,2,29
566,32,0.0,29,2,28
567,36,0.0,28,1,27
568,44,0.0,27,1,27
569,52,0.0,25,2,26
570,60,0.0,23,2,25
571,64,0.0,21,2,24
572,67,0.0,20,2,20
573,71,0.0,20,3,20
574,71,0.0,19,2,19
575,72,0.0,19,2,19
576,73,0.0,16,2,16
577,76,0.0,16,3,16
578,79,0.0,15,3,15
579,83,0.0,15,3,15
580,72,0.0,17,3,17
581,61,0.0,18,3,18
582,50,0.0,20,3,20
583,44,0.0,21,4,21
584,37,0.0,24,4,25
585,30,0.0,27,5,27
586,28,0.0,28,4,28
587,26,0.0,30,2,29
588,24,0.0,30,1,29
589,28,0.0,30,1,29
590,33,0.0,28,1,27
591,37,0.0,27,1,27
592,44,0.0,26,5,26
593,51,0.0,25,5,26
594,58,0.0,23,1,25
595,61,0.0,22,2,25
596,65,0.0,20,3,20
597,68,0.0,19,4,19
598,69,0.0,18,4,18
599,70,0.0,18,3,18
600,71,0.0,17,3,17
601,72,0.0,16,4,16
602,72,0.0,16,4,16
603,73,0.0,15,5,15
604,65,0.0,17,4,17
605,56,0.0,19,4,19
606,47,0.0,19,3,19
607,41,0.0,21,3,21
608,36,0.0,23,3,25
609,30,0.0,26,4,27
610,29,0.0,28,5,27
611,28,0.0,29,6,28
612,27,0.0,30,6,29
613,30,0.0,30,6,29
614,33,0.0,29,6,28
615,36,0.0,27,6,27
616,43,0.0,27,7,27
617,49,0.0,26,7,26
618,56,0.0,24,7,25
619,62,0.0,21,6,24
620,67,0.0,21,5,21
621,72,0.0,20,4,20
622,74,0.0,19,4,19
623,75,0.0,19,3,19
624,77,0.0,18,3,18
625,77,0.0,17,4,17
626,78,0.0,17,5,17
627,78,0.0,16,5,16
628,68,0.0,18,5,18
629,59,0.0,19,4,19
630,49,0.0,20,3,20
631,41,0.0,21,3,21
632,32,0.0,23,3,25
633,23,0.0,26,3,26
634,23,0.0,27,5,27
635,23,0.0,28,6,27
636,22,0.0,29,7,28
637,24,0.0,29,7,28
638,26,0.0,28,7,27
639,29,0.0,27,7,26
640,36,0.0,27,7,26
641,43,0.0,25,7,25
642,50,0.0,23,8,25
643,53,0.0,21,7,21
644,57,0.0,20,6,20
645,61,0.0,19,5,19
646,58,0.0,18,5,18
647,55,0.0,18,4,18
648,52,0.0,17,4,17
649,50,0.0,17,3,17
650,49,0.0,17,3,17
651,47,0.0,16,2,16
652,44,0.0,17,3,17
653,41,0.0,18,4,18
654,39,0.0,19,5,19
655,35,0.0,19,6,19
656,32,0.0,21,6,24
657,28,0.0,25,7,25
658,28,0.0,26,7,26
659,27,0.0,27,6,27
660,27,0.0,28,6,28
661,32,0.0,28,5,27
662,37,0.0,27,3,27
663,41,0.0,26,6,26
664,42,0.0,26,7,26
665,43,0.0,25,7,25
666,43,0.0,24,4,25
667,44,0.0,22,3,24
668,45,0.0,21,1,24
669,46,0.0,21,0,21
670,46,0.0,21,1,21
671,45,0.0,21,2,21
672,45,0.0,19,2,19
673,45,0.0,19,3,19
674,44,0.0,19,3,19
675,43,0.0,19,4,19
676,43,0.0,20,5,20
677,42,0.0,20,7,20
678,42,0.0,20,8,20
679,39,0.0,21,9,21
680,35,0.0,22,10,25
681,32,0.0,25,12,25
682,31,0.0,26,10,26
683,30,0.0,27,9,27
684,29,0.0,29,8,28
685,32,0.0,28,5,27
686,36,0.0,28,3,27
687,39,0.0,27,5,27
688,44,0.0,27,6,26
689,48,0.0,25,6,26
690,53,0.0,24,2,25
691,53,0.0,22,2,24
692,54,0.0,22,2,24
693,54,0.0,21,3,24
694,54,0.0,21,3,21
695,54,0.0,20,3,20
696,55,0.0,19,3,19
697,54,0.0,19,4,19
698,53,0.0,19,4,19
699,52,0.0,19,5,19
700,55,0.0,19,5,19
701,57,0.0,20,5,20
702,60,0.0,19,6,19
703,54,0.0,20,8,20
704,48,0.0,22,9,25
705,42,0.0,25,11,26
706,42,0.0,26,10,27
707,41,0.0,28,8,28
708,40,0.0,28,7,28
709,44,0.0,27,6,27
710,47,0.0,27,5,27
711,51,0.0,27,4,27
712,54,0.0,26,7,27
713,57,0.0,26,3,26
714,61,0.0,25,3,26
715,64,0.0,23,3,25
716,67,0.0,22,2,25
717,70,0.0,21,2,24
718,71,0.0,21,2,21
719,72,0.0,21,3,21
720,73,0.0,20,4,20
721,74,0.0,20,4,20
722,75,0.0,20,5,20
723,75,0.0,20,5,20
724,73,0.0,19,6,19
725,70,0.0,20,8,20
726,67,0.0,20,9,20
727,59,0.0,21,9,24
728,50,0.0,23,10,25
729,41,0.0,26,10,27
730,37,0.0,28,8,28
731,33,0.0,29,7,29
732,29,0.0,30,5,30
733,34,0.0,30,5,29
734,39,0.0,28,4,28
735,44,0.0,28,4,27
736,48,0.0,27,3,27
737,52,0.0,26,2,27
738,56,0.0,25,1,26
739,57,0.0,24,1,25
740,57,0.0,23,2,25
741,57,0.0,22,2,25
742,57,0.0,22,2,25
743,56,0.0,22,3,25
744,56,0.0,22,3,25
745,55,0.0,21,3,21
746,55,0.0,21,4,21
747,54,0.0,22,5,24
748,53,0.0,20,6,20
749,51,0.0,20,7,20
750,50,0.0,20,8,20
751,44,0.0,21,8,24
752,38,0.0,24,8,25
753,32,0.0,27,8,27
754,30,0.0,28,7,28
755,28,0.0,30,6,29
756,26,0.0,30,5,30
757,31,0.0,30,4,29
758,37,0.0,29,3,28
759,42,0.0,28,3,27
760,44,0.0,27,2,27
761,45,0.0,27,2,27
762,47,0.0,26,2,26
763,48,0.0,25,2,25
764,50,0.0,23,2,25
765,51,0.0,23,1,25
766,52,0.0,23,2,25
767,53,0.0,22,3,25
768,54,0.0,22,4,25
769,55,0.0,22,4,24
770,56,0.0,21,5,21
771,56,0.0,20,5,20
772,54,0.0,21,6,21
773,52,0.0,21,6,24
774,50,0.0,21,6,21
775,43,0.0,22,7,24
776,37,0.0,24,7,25
777,30,0.0,27,7,27
778,28,0.0,28,6,28
779,26,0.0,30,5,29
780,24,0.0,30,4,29
781,27,0.0,31,3,29
782,30,0.0,29,3,28
783,32,0.0,28,3,27
784,37,0.0,28,2,27
785,42,0.0,26,1,26
786,47,0.0,25,0,25
787,48,0.0,24,1,25
788,49,0.0,23,1,25
789,50,0.0,22,2,24
790,53,0.0,21,2,21
791,57,0.0,20,2,20
792,60,0.0,19,3,19
793,57,0.0,18,3,18
794,54,0.0,19,3,19
795,51,0.0,19,3,19
796,49,0.0,19,4,19
797,47,0.0,19,5,19
798,45,0.0,19,6,19
799,40,0.0,20,9,20
800,35,0.0,23,13,25
801,31,0.0,26,16,26
802,29,0.0,27,14,27
803,27,0.0,28,13,28
804,26,0.0,29,11,28
805,27,0.0,30,9,28
806,28,0.0,29,8,28
807,29,0.0,28,6,27
808,34,0.0,27,6,26
809,38,0.0,26,6,26
810,43,0.0,25,6,25
811,44,0.0,24,6,25
812,45,0.0,22,6,24
813,46,0.0,21,6,24
814,47,0.0,21,6,21
815,47,0.0,20,6,20
816,48,0.0,20,7,20
817,50,0.0,20,5,20
818,52,0.0,20,4,20
819,53,0.0,19,2,19
820,51,0.0,19,3,19
821,50,0.0,19,4,19
822,48,0.0,19,5,19
823,41,0.0,20,9,20
824,34,0.0,23,12,25
825,27,0.0,26,12,26
826,25,0.0,27,15,27
827,24,0.0,29,15,28
828,22,0.0,29,14,28
829,23,0.0,31,12,29
830,24,0.0,30,10,29
831,25,0.0,30,8,28
832,29,0.0,28,8,27
833,32,0.0,26,8,26
834,36,0.0,25,8,25
835,37,0.0,23,8,24
836,38,0.0,22,7,24
837,39,0.0,22,7,24
838,41,0.0,21,8,21
839,42,0.0,20,8,20
840,44,0.0,20,8,20
841,45,0.0,20,7,20
842,47,0.0,19,5,19
843,49,0.0,19,4,19
844,49,0.0,20,5,20
845,50,0.0,19,7,19
846,50,0.0,20,8,20
847,42,0.0,21,10,21
848,33,0.0,23,12,25
849,25,0.0,25,14,26
850,23,0.0,27,15,26
851,21,0.0,28,15,27
852,19,0.0,30,15,28
853,21,0.0,30,13,28
854,22,0.0,30,10,28
855,24,0.0,29,8,28
856,29,0.0,27,7,26
857,35,0.0,26,6,26
858,40,0.0,24,6,25
859,41,0.0,23,6,25
860,42,0.0,22,7,24
861,43,0.0,22,7,24
862,44,0.0,20,7,20
863,45,0.0,20,7,20
864,46,0.0,19,7,19
865,48,0.0,19,6,19
866,50,0.0,19,6,19
867,51,0.0,20,5,20
868,51,0.0,20,6,20
869,50,0.0,19,7,19
870,50,0.0,19,8,19
871,42,0.0,20,10,20
872,35,0.0,22,12,25
873,27,0.0,25,14,26
874,25,0.0,27,13,27
875,23,0.0,28,12,28
876,21,0.0,30,10,28
877,23,0.0,30,9,28
878,25,0.0,30,9,29
879,27,0.0,30,8,28
880,31,0.0,27,7,26
881,36,0.0,27,6,26
882,40,0.0,25,6,25
883,41,0.0,23,6,24
884,42,0.0,22,6,24
885,43,0.0,21,6,21
886,44,0.0,21,6,21
887,45,0.0,21,6,21
888,45,0.0,21,6,21
889,47,0.0,20,5,20
890,48,0.0,19,5,19
891,50,0.0,19,4,19
892,48,0.0,19,6,19
893,47,0.0,20,7,20
894,45,0.0,19,9,19
895,41,0.0,20,9,20
896,36,0.0,22,10,24
897,32,0.0,26,10,26
898,30,0.0,27,9,27
899,28,0.0,29,8,28
900,25,0.0,30,6,28
901,29,0.0,30,5,29
902,32,0.0,28,4,27
903,35,0.0,28,4,27
904,37,0.0,27,3,27
905,40,0.0,26,2,26
906,42,0.0,25,2,25
907,45,0.0,22,2,24
908,49,0.0,21,2,24
909,52,0.0,21,2,21
910,53,0.0,20,3,20
911,53,0.0,20,4,20
912,54,0.0,19,5,19
913,53,0.0,19,6,19
914,53,0.0,19,6,19
915,52,0.0,19,7,19
916,49,0.0,18,7,18
917,46,0.0,19,8,19
918,43,0.0,19,8,19
919,38,0.0,20,9,20
920,32,0.0,23,10,25
921,27,0.0,26,10,26
922,25,0.0,28,9,27
923,24,0.0,30,7,29
924,23,0.0,31,6,29
925,25,0.0,31,5,29
926,27,0.0,31,4,29
927,29,0.0,30,3,29
928,35,0.0,28,3,27
929,42,0.0,27,3,26
930,48,0.0,24,3,25
931,48,0.0,23,4,25
932,49,0.0,22,5,24
933,49,0.0,22,6,24
934,48,0.0,21,6,21
935,47,0.0,21,7,21
936,45,0.0,20,7,20
937,44,0.0,20,7,20
938,44,0.0,20,7,20
939,43,0.0,20,7,20
940,42,0.0,19,8,19
941,41,0.0,19,8,19
942,40,0.0,19,8,19
943,36,0.0,20,9,20
944,31,0.0,23,9,25
945,27,0.0,26,10,26
946,25,0.0,28,9,27
947,23,0.0,30,8,29
948,22,0.0,31,8,30
949,23,0.0,31,7,30
950,24,0.0,31,6,30
951,26,0.0,31,5,30
952,31,0.0,29,5,28
953,36,0.0,27,5,27
954,42,0.0,25,5,25
955,42,0.0,24,5,25
956,42,0.0,22,5,24
957,43,0.0,22,5,24
958,41,0.0,22,6,24
959,39,0.0,21,6,24
960,37,0.0,21,6,24
961,36,0.0,20,6,20
962,34,0.0,20,6,20
963,33,0.0,19,6,19
964,32,0.0,18,7,18
965,31,0.0,18,8,18
966,30,0.0,18,9,18
967,28,0.0,20,9,20
968,26,0.0,22,9,24
969,23,0.0,26,9,26
970,22,0.0,28,9,27
971,20,0.0,30,8,28
972,18,0.0,31,8,29
973,20,0.0,31,6,29
974,21,0.0,32,5,30
975,23,0.0,31,4,29
976,27,0.0,28,5,27
977,32,0.0,27,5,26
978,37,0.0,25,5,25
979,37,0.0,24,5,25
980,37,0.0,23,6,24
981,37,0.0,22,6,24
982,37,0.0,22,6,24
983,36,0.0,21,7,21
984,35,0.0,20,7,20
985,35,0.0,20,7,20
986,35,0.0,19,7,19
987,35,0.0,19,7,19
988,34,0.0,19,7,19
989,33,0.0,19,7,19
990,32,0.0,19,7,19
991,27,0.0,21,6,21
992,23,0.0,23,6,25
993,18,0.0,27,5,26
994,17,0.0,29,4,28
995,16,0.0,31,4,29
996,15,0.0,33,3,31
