,humidity,precipMM,tempC,windspeedKmph,HeatIndexC
51836,46,0.0,23,9,25
51837,46,0.0,23,10,25
51838,48,0.0,22,9,24
51839,49,0.0,22,8,24
51840,51,0.0,22,8,24
51841,52,0.0,22,7,24
51842,54,0.0,20,6,20
51843,55,0.0,19,5,19
51844,57,0.0,20,6,20
51845,60,0.0,21,6,21
51846,62,0.0,20,6,20
51847,56,0.0,22,7,25
51848,50,0.0,25,8,26
51849,44,0.0,27,9,27
51850,40,0.0,29,9,28
51851,36,0.0,30,9,29
51852,31,0.0,31,8,31
51853,36,0.0,30,8,29
51854,40,0.0,30,8,30
51855,44,0.0,30,8,29
51856,47,0.0,29,8,29
51857,49,0.0,28,8,28
51858,52,0.0,26,8,27
51859,52,0.0,25,8,26
51860,53,0.0,25,8,26
51861,54,0.0,24,8,25
51862,58,0.0,23,5,25
51863,62,0.0,23,8,25
51864,66,0.0,21,8,24
51865,70,0.0,21,8,21
51866,75,0.0,21,7,21
51867,79,0.0,21,6,21
51868,76,0.0,22,8,25
51869,73,0.0,23,9,25
51870,70,0.0,23,10,25
51871,64,0.0,24,11,26
51872,57,0.0,27,12,28
51873,51,0.0,28,12,30
51874,51,0.0,29,10,31
51875,51,0.0,30,8,32
51876,51,0.0,31,6,32
51877,56,0.1,30,5,32
51878,61,2.2,30,3,32
51879,65,0.6,29,1,31
51880,66,0.6,28,2,30
51881,68,0.3,25,3,27
51882,69,0.0,24,4,26
51883,69,0.4,24,5,25
51884,69,0.5,23,6,25
51885,69,0.4,23,7,25
51886,70,0.6,22,7,25
51887,70,0.6,22,7,25
51888,71,0.0,23,8,25
51889,71,0.0,21,7,24
51890,71,0.0,21,7,21
51891,72,0.0,21,6,21
51892,68,0.0,22,7,25
51893,65,0.0,22,8,25
51894,62,0.0,23,9,25
51895,56,0.0,24,10,25
51896,51,0.0,27,10,28
51897,46,0.0,29,11,30
51898,44,0.0,31,10,32
51899,43,0.0,31,10,32
51900,42,0.0,32,9,33
51901,46,0.0,31,8,32
51902,50,0.0,31,7,32
51903,54,0.0,30,5,31
51904,56,0.0,29,6,30
51905,59,0.0,28,6,29
51906,62,0.0,27,7,28
51907,63,0.0,26,8,27
51908,63,0.0,25,8,26
51909,64,0.0,23,9,25
51910,67,0.0,23,9,25
51911,70,0.0,23,10,25
51912,73,0.0,22,10,25
51913,75,0.0,22,10,24
51914,77,0.0,22,10,24
51915,80,0.0,21,9,24
51916,77,0.0,22,11,25
51917,75,0.0,23,12,25
51918,73,0.0,23,14,25
51919,65,0.0,24,14,26
51920,57,0.0,26,15,28
51921,50,0.0,28,16,29
51922,48,0.0,30,16,31
51923,46,0.0,30,17,31
51924,44,0.0,30,18,31
51925,48,0.0,30,15,31
51926,52,0.0,30,13,31
51927,55,1.0,28,10,29
51928,57,1.0,27,6,28
51929,58,0.8,26,10,28
51930,60,0.4,25,10,27
51931,62,1.2,24,10,25
51932,63,1.2,23,10,25
51933,65,0.3,23,11,25
51934,69,0.0,23,11,25
51935,73,0.0,23,11,25
51936,77,0.0,21,11,24
51937,80,0.0,21,11,21
51938,83,0.0,21,11,21
51939,86,0.0,20,11,20
51940,82,0.0,21,12,24
51941,79,0.0,22,14,24
51942,75,0.0,23,15,25
51943,69,0.0,24,15,26
51944,63,0.0,25,15,26
51945,58,0.0,27,15,28
51946,59,0.0,27,15,28
51947,61,0.0,27,15,28
51948,63,0.0,27,15,28
51949,71,0.0,26,13,28
51950,79,0.0,26,12,27
51951,88,0.0,25,10,26
51952,90,0.0,24,10,26
51953,91,1.3,23,10,25
51954,93,1.8,23,10,25
51955,94,0.0,22,10,25
51956,94,2.2,22,10,25
51957,95,3.2,21,10,21
51958,95,1.7,20,10,20
51959,95,0.6,20,11,20
51960,95,0.2,20,12,20
51961,95,0.3,20,11,20
51962,95,0.2,20,11,20
51963,96,0.1,20,10,20
51964,93,0.0,21,10,21
51965,91,0.0,21,11,21
51966,89,0.0,21,11,24
51967,85,0.0,22,10,25
51968,82,0.0,23,10,25
51969,79,0.0,24,10,26
51970,80,0.1,24,9,26
51971,82,0.1,24,9,26
51972,83,1.4,23,8,25
51973,85,1.1,23,6,25
51974,88,1.2,22,4,25
51975,91,1.0,23,3,25
51976,91,1.0,23,3,25
51977,92,1.2,22,4,25
51978,93,1.0,22,5,24
51979,93,0.3,21,5,21
51980,93,0.8,21,6,21
51981,93,0.1,21,6,21
51982,94,0.1,20,7,20
51983,94,0.0,20,7,20
51984,94,0.0,20,8,20
51985,94,0.0,20,8,20
51986,94,0.0,20,8,20
51987,94,0.0,20,8,20
51988,92,0.0,21,8,21
51989,91,0.0,21,8,24
51990,89,0.0,22,8,24
51991,85,0.0,22,9,24
51992,82,0.0,23,10,25
51993,79,0.0,24,10,26
51994,74,0.0,25,11,27
51995,69,0.0,26,11,28
51996,65,0.0,27,11,29
51997,69,0.0,27,9,29
51998,74,0.0,27,7,28
51999,79,0.0,26,6,28
52000,81,1.8,26,6,27
52001,84,1.5,24,5,26
52002,87,1.6,23,5,25
52003,87,0.7,23,6,25
52004,87,0.0,21,6,24
52005,87,0.0,22,6,25
52006,86,0.0,21,7,21
52007,85,0.0,21,7,21
52008,84,0.0,21,7,21
52009,84,0.0,21,7,21
52010,85,0.0,20,7,20
52011,85,0.0,20,7,20
52012,81,0.0,21,8,21
52013,77,0.0,22,9,25
52014,73,0.0,21,9,24
52015,65,0.0,22,9,25
52016,58,0.0,25,9,26
52017,50,0.0,26,8,28
52018,49,0.0,28,8,29
52019,47,0.0,29,8,30
52020,45,0.0,30,8,31
52021,51,0.0,29,7,30
52022,57,0.0,29,6,30
52023,62,0.2,28,6,29
52024,65,0.4,27,5,28
52025,69,0.0,26,5,27
52026,72,0.0,24,5,26
52027,72,0.0,23,5,25
52028,72,0.1,22,6,25
52029,71,0.2,22,6,25
52030,73,0.0,22,7,24
52031,74,0.0,21,7,24
52032,75,0.0,21,8,21
52033,76,0.0,21,8,21
52034,77,0.0,20,8,20
52035,79,0.0,20,8,20
52036,75,0.0,21,8,24
52037,72,0.0,22,9,25
52038,68,0.0,22,9,24
52039,62,0.0,23,10,25
52040,56,0.0,25,11,27
52041,50,0.0,27,13,28
52042,48,0.0,28,12,29
52043,47,0.0,30,12,30
52044,46,0.0,30,12,31
52045,50,0.0,29,10,30
52046,55,0.0,29,9,30
52047,60,0.0,28,8,30
52048,64,0.2,27,7,29
52049,67,1.1,26,7,27
52050,71,0.1,24,7,26
52051,72,0.0,23,8,25
52052,72,0.0,23,9,25
52053,72,0.0,22,10,25
52054,73,0.0,22,10,24
52055,74,0.0,21,9,24
52056,75,0.0,21,9,21
52057,74,0.0,20,9,20
52058,74,0.0,20,9,20
52059,73,0.0,20,8,20
52060,68,0.0,21,9,21
52061,63,0.0,21,9,21
52062,57,0.0,21,9,24
52063,52,0.0,22,10,25
52064,47,0.0,25,10,26
52065,41,0.0,27,10,28
52066,41,0.0,28,10,29
52067,41,0.1,30,10,30
52068,41,0.0,30,10,31
52069,46,0.0,29,9,30
52070,50,0.0,28,8,29
52071,54,0.0,28,7,29
52072,56,0.0,27,7,28
52073,57,0.0,26,7,27
52074,59,0.0,25,6,26
52075,58,0.0,23,8,25
52076,58,0.0,22,9,25
52077,58,0.0,22,10,24
52078,57,0.0,21,10,24
52079,57,0.0,21,9,21
52080,57,0.0,20,9,20
52081,58,0.0,20,8,20
52082,58,0.0,19,8,19
52083,59,0.0,19,7,19
52084,55,0.0,20,8,20
52085,51,0.0,20,8,20
52086,47,0.0,21,8,24
52087,43,0.0,22,8,25
52088,38,0.0,25,9,26
52089,34,0.0,27,9,28
52090,33,0.0,28,9,29
52091,32,0.0,29,8,30
52092,32,0.0,30,8,30
52093,37,0.0,29,8,29
52094,43,0.0,28,7,28
52095,48,0.0,28,6,28
52096,50,0.0,27,6,28
52097,51,0.0,26,6,27
52098,52,0.0,24,6,26
52099,52,0.0,23,7,25
52100,52,0.0,22,7,24
52101,52,0.0,21,7,24
52102,54,0.0,21,7,21
52103,56,0.0,20,8,20
52104,58,0.0,20,8,20
52105,59,0.0,21,8,21
52106,60,0.0,20,8,20
52107,61,0.0,19,8,19
52108,57,0.0,19,7,19
52109,54,0.0,20,7,20
52110,50,0.0,20,6,20
52111,45,0.0,21,8,24
52112,39,0.0,24,9,25
52113,34,0.0,26,10,27
52114,33,0.0,28,9,27
52115,31,0.0,29,8,28
52116,30,0.0,30,7,29
52117,35,0.0,28,6,27
52118,41,0.0,27,6,27
52119,46,0.0,27,6,27
52120,47,0.0,26,6,26
52121,49,0.0,25,7,25
52122,50,0.0,23,7,25
52123,51,0.0,22,7,25
52124,51,0.0,21,7,24
52125,52,0.0,20,6,20
52126,52,0.0,20,7,20
52127,52,0.0,20,7,20
52128,52,0.0,19,7,19
52129,54,0.0,20,7,20
52130,55,0.0,20,7,20
52131,57,0.0,19,7,19
52132,54,0.0,20,7,20
52133,51,0.0,20,8,20
52134,48,0.0,20,8,20
52135,44,0.0,21,8,21
52136,40,0.0,24,8,25
52137,36,0.0,26,8,27
52138,36,0.0,27,6,27
52139,35,0.0,29,5,29
52140,35,0.0,30,4,29
52141,42,0.0,28,3,28
52142,50,0.0,28,2,28
52143,58,0.0,27,0,28
52144,62,0.0,26,1,27
52145,66,0.0,25,2,26
52146,70,0.0,23,2,25
52147,71,0.0,23,2,25
52148,71,0.0,22,3,25
52149,72,0.0,21,3,21
52150,72,0.0,20,3,20
52151,72,0.0,21,4,21
52152,71,0.0,19,4,19
52153,71,0.0,19,5,19
52154,71,0.0,19,6,19
52155,71,0.0,19,7,19
52156,67,0.0,20,7,20
52157,64,0.0,21,7,24
52158,60,0.0,21,7,24
52159,54,0.0,22,7,25
52160,48,0.0,24,6,26
52161,42,0.0,27,6,28
52162,41,0.0,28,6,28
52163,39,0.0,29,6,29
52164,38,0.0,30,6,30
52165,43,0.0,29,7,29
52166,48,0.0,28,7,29
52167,53,0.0,27,7,28
52168,55,0.0,27,7,27
52169,57,0.0,26,7,26
52170,59,0.0,24,8,25
52171,59,0.0,23,8,25
52172,59,0.0,23,8,25
52173,60,0.0,22,8,25
52174,60,0.0,20,8,20
52175,61,0.0,20,8,20
52176,62,0.0,19,8,19
52177,63,0.0,19,8,19
52178,64,0.0,19,9,19
52179,66,0.0,18,9,18
52180,62,0.0,19,9,19
52181,58,0.0,19,9,19
52182,54,0.0,20,9,20
52183,49,0.0,21,10,21
52184,44,0.0,24,11,25
52185,39,0.0,26,12,27
52186,37,0.0,27,11,28
52187,35,0.0,29,11,28
52188,34,0.0,29,11,29
52189,38,0.0,28,10,28
52190,43,0.0,28,9,28
52191,48,0.0,27,8,27
52192,50,0.0,26,7,27
52193,52,0.0,25,7,26
52194,55,0.0,23,7,25
52195,55,0.0,23,7,25
52196,54,0.0,22,8,25
52197,54,0.0,21,8,24
52198,55,0.0,19,9,19
52199,56,0.0,19,9,19
52200,57,0.0,18,9,18
52201,59,0.0,18,9,18
52202,61,0.0,18,9,18
52203,63,0.0,18,9,18
52204,59,0.0,19,9,19
52205,54,0.0,20,9,20
52206,50,0.0,19,9,19
52207,45,0.0,20,9,20
52208,39,0.0,23,9,25
52209,33,0.0,25,9,26
52210,32,0.0,28,9,27
52211,31,0.0,28,9,27
52212,30,0.0,29,9,28
52213,34,0.0,27,9,27
52214,38,0.0,27,8,27
52215,43,0.0,26,8,26
52216,44,0.0,26,8,26
52217,46,0.0,24,8,25
52218,47,0.0,23,8,25
52219,48,0.0,22,8,24
52220,48,0.0,21,9,21
52221,49,0.0,20,9,20
52222,50,0.0,19,9,19
52223,50,0.0,18,8,18
52224,51,0.0,18,8,18
52225,53,0.0,19,8,19
52226,56,0.0,18,8,18
52227,58,0.0,16,8,16
52228,54,0.0,17,8,17
52229,50,0.0,17,9,17
52230,46,0.0,18,9,18
52231,40,0.0,19,10,19
52232,33,0.0,22,11,24
52233,27,0.0,25,12,25
52234,25,0.0,26,11,26
52235,24,0.0,29,11,27
52236,22,0.0,29,10,27
52237,27,0.0,27,9,26
52238,31,0.0,27,8,26
52239,36,0.0,26,6,25
52240,37,0.0,25,6,25
52241,38,0.0,24,6,24
52242,39,0.0,22,6,24
52243,39,0.0,21,7,21
52244,39,0.0,20,7,20
52245,40,0.0,18,8,18
52246,41,0.0,17,7,17
52247,42,0.0,17,7,17
52248,44,0.0,18,6,18
52249,46,0.0,18,6,18
52250,48,0.0,18,6,18
52251,50,0.0,17,6,17
52252,47,0.0,17,7,17
52253,45,0.0,17,8,17
52254,42,0.0,18,9,18
52255,38,0.0,19,9,19
52256,33,0.0,22,9,24
52257,29,0.0,25,9,25
52258,28,0.0,27,9,26
52259,26,0.0,29,8,27
52260,25,0.0,30,7,28
52261,29,0.0,27,7,26
52262,34,0.0,27,6,26
52263,38,0.0,26,6,26
52264,40,0.0,25,6,25
52265,41,0.0,24,7,25
52266,43,0.0,22,7,24
52267,44,0.0,21,7,21
52268,45,0.0,20,7,20
52269,46,0.0,18,7,18
52270,46,0.0,18,7,18
52271,46,0.0,19,7,19
52272,46,0.0,19,8,19
52273,47,0.0,19,8,19
52274,48,0.0,19,8,19
52275,48,0.0,18,8,18
52276,46,0.0,17,8,17
52277,45,0.0,18,8,18
52278,43,0.0,19,8,19
52279,38,0.0,20,9,20
52280,33,0.0,22,11,25
52281,29,0.0,25,13,26
52282,27,0.0,27,11,26
52283,26,0.0,29,10,27
52284,25,0.0,29,8,27
52285,29,0.0,28,8,27
52286,34,0.0,27,7,27
52287,38,0.0,26,6,26
52288,40,0.0,25,6,25
52289,41,0.0,24,6,25
52290,42,0.0,22,6,24
52291,42,0.0,21,5,24
52292,42,0.0,20,4,20
52293,42,0.0,20,4,20
52294,40,0.0,20,4,20
52295,38,0.0,20,5,20
52296,37,0.0,19,6,19
52297,39,0.0,19,6,19
52298,41,0.0,19,6,19
52299,43,0.0,19,6,19
52300,41,0.0,19,6,19
52301,40,0.0,20,7,20
52302,39,0.0,19,7,19
52303,35,0.0,20,9,20
52304,31,0.0,23,10,25
52305,27,0.0,25,12,26
52306,26,0.0,27,11,26
52307,25,0.0,29,11,27
52308,23,0.0,29,10,27
52309,28,0.0,27,9,26
52310,33,0.0,27,8,27
52311,38,0.0,26,6,26
52312,39,0.0,26,6,25
52313,40,0.0,24,7,25
52314,41,0.0,23,7,24
52315,42,0.0,21,8,24
52316,44,0.0,20,8,20
52317,45,0.0,19,8,19
52318,46,0.0,18,8,18
52319,48,0.0,19,8,19
52320,49,0.0,17,8,17
52321,50,0.0,17,8,17
52322,51,0.0,17,8,17
52323,51,0.0,16,8,16
52324,48,0.0,18,8,18
52325,44,0.0,19,8,19
52326,41,0.0,19,8,19
52327,36,0.0,20,9,20
52328,31,0.0,23,11,25
52329,27,0.0,26,12,26
52330,25,0.0,28,12,27
52331,24,0.0,29,13,27
52332,23,0.0,29,13,27
52333,27,0.0,27,12,26
52334,30,0.0,28,11,27
52335,34,0.0,27,10,26
52336,35,0.0,26,10,25
52337,37,0.0,24,10,25
52338,38,0.0,23,10,24
52339,41,0.0,22,10,24
52340,43,0.0,21,9,21
52341,46,0.0,20,9,20
52342,46,0.0,19,9,19
52343,46,0.0,18,9,18
52344,46,0.0,17,9,17
52345,47,0.0,17,9,17
52346,48,0.0,17,9,17
52347,48,0.0,17,9,17
52348,47,0.0,17,9,17
52349,45,0.0,17,10,17
52350,43,0.0,18,10,18
52351,37,0.0,19,12,19
52352,31,0.0,22,14,24
52353,25,0.0,25,16,25
52354,24,0.0,26,15,25
52355,24,0.0,28,14,26
52356,23,0.0,27,13,26
52357,28,0.0,27,11,26
52358,32,0.0,26,9,26
52359,37,0.0,26,6,25
52360,37,0.0,25,7,25
52361,38,0.0,24,7,25
52362,39,0.0,23,7,24
52363,41,0.0,21,8,24
52364,43,0.0,21,8,21
52365,45,0.0,19,8,19
52366,46,0.0,20,9,20
52367,47,0.0,19,9,19
52368,48,0.0,18,9,18
52369,50,0.0,17,9,17
52370,52,0.0,17,10,17
52371,53,0.0,17,10,17
52372,51,0.0,18,10,18
52373,48,0.0,18,10,18
52374,46,0.0,18,10,18
52375,40,0.0,19,12,19
52376,35,0.0,23,14,24
52377,29,0.0,25,16,26
52378,28,0.0,27,15,26
52379,27,0.0,29,13,27
52380,26,0.0,29,11,28
52381,31,0.0,28,10,27
52382,36,0.0,28,8,27
52383,41,0.0,27,6,27
52384,43,0.0,26,6,26
52385,45,0.0,25,6,25
52386,46,0.0,23,6,25
52387,47,0.0,22,7,24
52388,48,0.0,21,7,24
52389,49,0.0,21,8,21
52390,49,0.0,19,8,19
52391,49,0.0,20,8,20
52392,49,0.0,18,8,18
52393,50,0.0,18,8,18
52394,51,0.0,17,8,17
52395,52,0.0,17,8,17
52396,49,0.0,18,8,18
52397,46,0.0,18,8,18
52398,42,0.0,19,8,19
52399,38,0.0,20,8,20
52400,34,0.0,23,9,25
52401,30,0.0,26,9,26
52402,29,0.0,27,8,27
52403,27,0.0,29,7,28
52404,26,0.0,30,6,28
52405,32,0.0,28,6,27
52406,37,0.0,28,6,28
52407,43,0.0,27,5,27
52408,45,0.0,26,5,26
52409,48,0.0,25,5,26
52410,51,0.0,24,5,25
52411,52,0.0,23,6,25
52412,53,0.0,22,6,24
52413,53,0.0,21,6,24
52414,54,0.0,20,7,20
52415,55,0.0,20,7,20
52416,55,0.0,20,7,20
52417,57,0.0,20,7,20
52418,59,0.0,20,7,20
52419,62,0.0,19,8,19
52420,59,0.0,19,8,19
52421,56,0.0,20,8,20
52422,52,0.0,20,8,20
52423,47,0.0,21,8,21
52424,41,0.0,24,8,25
52425,35,0.0,26,8,26
52426,33,0.0,28,8,27
52427,30,0.0,30,8,29
52428,27,0.0,30,8,29
52429,30,0.0,29,8,28
52430,34,0.0,28,8,28
52431,37,0.0,28,8,27
52432,37,0.0,27,8,26
52433,37,0.0,26,9,26
52434,38,0.0,24,9,25
52435,38,0.0,23,5,24
52436,37,0.0,21,9,24
52437,37,0.0,20,9,20
52438,38,0.0,20,9,20
52439,39,0.0,18,8,18
52440,39,0.0,17,8,17
52441,39,0.0,17,7,17
52442,39,0.0,17,7,17
52443,39,0.0,16,7,16
52444,38,0.0,18,8,18
52445,36,0.0,18,8,18
52446,35,0.0,18,9,18
52447,31,0.0,19,9,19
52448,27,0.0,23,10,24
52449,24,0.0,25,10,25
52450,22,0.0,27,10,26
52451,21,0.0,28,10,27
52452,20,0.0,30,10,28
52453,23,0.0,28,10,26
52454,26,0.0,28,9,27
52455,30,0.0,27,9,26
52456,31,0.0,26,9,25
52457,31,0.0,25,9,25
52458,32,0.0,23,9,24
52459,35,0.0,22,10,24
52460,38,0.0,21,10,21
52461,40,0.0,20,10,20
52462,41,0.0,19,10,19
52463,43,0.0,18,10,18
52464,44,0.0,17,10,17
52465,46,0.0,16,9,16
52466,47,0.0,16,9,16
52467,49,0.0,15,9,15
52468,46,0.0,17,9,17
52469,44,0.0,17,9,17
52470,42,0.0,17,9,17
52471,36,0.0,19,10,19
52472,31,0.0,22,12,24
52473,26,0.0,25,13,25
52474,25,0.0,26,12,26
52475,24,0.0,28,12,27
52476,22,0.0,30,11,28
52477,25,0.0,28,10,26
52478,28,0.0,28,9,26
52479,30,0.0,27,9,26
52480,31,0.0,26,9,25
52481,32,0.0,25,9,24
52482,33,0.0,23,9,24
52483,34,0.0,22,10,24
52484,35,0.0,20,10,20
52485,37,0.0,19,10,19
52486,38,0.0,19,10,19
52487,40,0.0,18,9,18
52488,41,0.0,17,9,17
52489,45,0.0,16,8,16
52490,48,0.0,16,8,16
52491,52,0.0,15,8,15
52492,49,0.0,17,8,17
52493,45,0.0,17,8,17
52494,42,0.0,18,8,18
52495,37,0.0,19,9,19
52496,31,0.0,22,9,24
52497,26,0.0,25,10,25
52498,24,0.0,27,9,26
52499,22,0.0,28,8,27
52500,20,0.0,30,8,28
52501,24,0.0,28,8,27
52502,28,0.0,28,8,27
52503,32,0.0,27,8,26
52504,33,0.0,26,7,25
52505,35,0.0,25,7,25
52506,36,0.0,23,7,24
52507,37,0.0,22,8,24
52508,37,0.0,21,9,24
52509,38,0.0,21,9,24
52510,39,0.0,20,9,20
52511,39,0.0,19,9,19
52512,40,0.0,17,9,17
52513,44,0.0,17,8,17
52514,47,0.0,16,8,16
52515,51,0.0,15,7,15
52516,48,0.0,17,7,17
52517,44,0.0,17,8,17
52518,41,0.0,18,8,18
52519,36,0.0,20,8,20
52520,31,0.0,22,8,24
52521,26,0.0,26,9,26
52522,24,0.0,27,8,27
52523,23,0.0,29,7,28
52524,22,0.0,30,6,28
52525,28,0.0,29,5,28
52526,34,0.0,28,4,27
52527,39,0.0,27,3,26
52528,41,0.0,26,3,26
52529,42,0.0,25,3,25
52530,43,0.0,23,4,24
52531,42,0.0,22,4,24
52532,41,0.0,21,5,24
52533,40,0.0,20,5,20
52534,39,0.0,19,6,19
52535,38,0.0,19,6,19
52536,37,0.0,18,6,18
52537,38,0.0,18,6,18
52538,38,0.0,18,6,18
52539,38,0.0,18,6,18
52540,36,0.0,18,6,18
52541,34,0.0,20,7,20
52542,32,0.0,21,7,21
52543,29,0.0,22,7,24
52544,26,0.0,24,8,25
52545,23,0.0,27,8,27
52546,22,0.0,29,7,28
52547,22,0.0,31,7,29
52548,21,0.0,31,6,29
52549,26,0.0,29,5,28
52550,32,0.0,29,5,28
52551,37,0.0,28,4,28
52552,41,0.0,27,4,27
52553,44,0.0,26,3,26
52554,48,0.0,24,3,25
52555,49,0.0,23,3,25
52556,50,0.0,22,3,25
52557,51,0.0,21,3,24
52558,50,0.0,21,4,21
52559,49,0.0,20,4,20
52560,48,0.0,20,5,20
52561,50,0.0,19,6,19
52562,51,0.0,19,6,19
52563,52,0.0,20,7,20
52564,51,0.0,20,8,20
52565,49,0.0,21,8,24
52566,48,0.0,21,9,21
52567,43,0.0,22,9,25
52568,39,0.0,25,8,26
52569,34,0.0,27,8,28
52570,33,0.0,29,7,29
52571,32,0.0,31,7,30
52572,31,0.0,32,6,31
52573,35,0.0,30,5,29
52574,39,0.0,30,5,30
52575,43,0.0,29,4,29
52576,48,0.0,28,4,28
52577,53,0.0,27,3,27
52578,57,0.0,25,3,26
52579,58,0.0,24,4,26
52580,58,0.0,24,5,25
52581,59,0.0,23,6,25
52582,58,0.0,22,6,25
52583,58,0.0,22,7,25
52584,57,0.0,22,8,24
52585,58,0.0,21,8,24
52586,59,0.0,21,8,24
52587,60,0.0,19,8,19
52588,57,0.0,20,8,20
52589,55,0.0,21,9,24
52590,52,0.0,21,9,24
52591,47,0.0,22,9,25
52592,42,0.0,25,10,26
52593,38,0.0,28,11,28
52594,37,0.0,30,10,30
52595,36,0.0,30,9,30
52596,34,0.0,31,9,31
52597,40,0.0,29,7,29
52598,46,0.0,29,6,30
52599,52,0.5,28,4,29
52600,57,1.0,25,4,26
52601,62,0.2,23,3,25
52602,68,0.0,22,2,24
52603,71,0.4,21,2,24
52604,74,0.4,21,2,21
52605,78,0.2,20,1,20
52606,78,0.0,20,2,20
52607,78,0.0,20,3,20
52608,78,0.1,20,4,20
52609,80,0.1,19,5,19
52610,81,0.0,19,6,19
52611,83,0.0,19,7,19
52612,79,0.0,20,7,20
52613,76,0.0,21,7,24
52614,72,0.0,22,7,25
52615,64,0.0,22,7,25
52616,57,0.0,24,7,26
52617,49,0.0,26,8,28
52618,49,0.0,27,8,29
52619,49,0.0,29,9,29
52620,48,0.0,29,9,29
52621,54,0.0,27,9,28
52622,60,0.6,27,9,28
52623,66,1.9,26,9,27
52624,71,1.3,24,9,26
52625,77,0.1,23,8,25
52626,82,0.0,22,8,25
52627,84,0.3,22,8,24
52628,86,0.5,21,7,21
52629,87,0.3,20,7,20
52630,89,0.3,20,7,20
52631,90,0.3,20,8,20
52632,91,0.5,20,8,20
52633,92,0.2,20,8,20
52634,93,0.3,19,8,19
52635,93,0.3,19,8,19
52636,89,0.3,19,8,19
52637,85,0.2,19,8,19
52638,81,0.0,20,8,20
52639,75,0.0,21,8,21
52640,68,0.0,22,8,25
52641,61,0.0,24,8,26
52642,60,0.0,26,8,27
52643,59,0.0,26,8,27
52644,57,0.0,26,8,27
52645,61,0.0,26,7,27
52646,65,1.0,25,7,26
52647,68,0.7,24,6,25
52648,74,0.3,24,6,26
52649,80,0.0,23,5,25
52650,86,0.0,22,4,24
52651,88,0.0,21,4,24
52652,91,0.0,21,3,21
52653,93,0.0,20,3,20
52654,94,0.0,20,2,20
52655,94,0.0,19,2,19
52656,95,0.0,19,2,19
52657,95,0.0,18,3,18
52658,96,0.0,18,3,18
52659,96,0.0,18,4,18
52660,91,0.0,19,4,19
52661,87,0.0,20,5,20
52662,83,0.0,21,5,21
52663,73,0.0,21,4,24
52664,64,0.0,22,3,25
52665,54,0.0,24,2,26
52666,49,0.0,26,4,27
52667,45,0.0,27,5,27
52668,40,0.0,29,7,28
52669,41,0.0,27,8,27
52670,43,0.0,27,8,27
52671,44,0.0,26,9,26
52672,45,0.0,25,8,26
52673,46,0.0,23,8,25
52674,46,0.0,21,8,24
52675,44,0.0,20,6,20
52676,42,0.0,19,5,19
52677,39,0.0,18,4,18
52678,38,0.0,16,4,16
52679,36,0.0,17,5,17
52680,34,0.0,16,6,16
52681,35,0.0,16,6,16
52682,36,0.0,15,7,15
52683,36,0.0,15,7,15
52684,36,0.0,16,8,16
52685,35,0.0,16,8,16
52686,35,0.0,16,8,16
52687,32,0.0,17,8,17
52688,28,0.0,20,8,20
52689,25,0.0,22,8,24
52690,26,0.0,24,7,25
52691,28,0.0,25,7,25
52692,30,0.0,26,7,26
52693,33,0.0,26,8,26
52694,37,0.0,25,8,26
52695,41,0.0,25,9,25
52696,43,0.0,24,6,25
52697,44,0.0,23,11,24
52698,46,0.0,21,12,21
52699,44,0.0,20,12,20
52700,43,0.0,19,11,19
52701,42,0.0,18,11,18
52702,41,0.0,17,10,17
52703,41,0.0,16,10,16
52704,41,0.0,16,10,16
52705,42,0.0,15,9,15
52706,44,0.0,13,9,13
52707,46,0.0,13,8,13
52708,45,0.0,14,9,14
52709,44,0.0,15,10,15
52710,43,0.0,15,10,15
52711,39,0.0,16,11,16
52712,36,0.0,19,12,19
52713,33,0.0,22,13,24
52714,33,0.0,23,13,25
52715,33,0.0,25,12,25
52716,32,0.0,27,12,26
52717,36,0.0,25,11,25
52718,40,0.0,25,11,26
52719,43,0.0,25,10,25
52720,46,0.0,24,11,25
52721,49,0.0,23,11,25
52722,51,0.0,21,12,24
52723,52,0.0,20,11,20
52724,53,0.0,19,11,19
52725,54,0.0,18,11,18
52726,54,0.0,18,11,18
52727,54,0.0,17,10,17
52728,55,0.0,16,10,16
52729,56,0.0,16,10,16
52730,57,0.0,15,9,15
52731,58,0.0,15,9,15
52732,54,0.0,14,9,14
52733,51,0.0,15,10,15
52734,47,0.0,15,11,15
52735,42,0.0,16,12,16
52736,37,0.0,19,12,19
52737,32,0.0,21,13,24
52738,31,0.0,23,13,24
52739,30,0.0,25,12,25
52740,29,0.0,26,12,25
52741,32,0.0,24,12,25
52742,36,0.0,24,11,25
52743,40,0.0,24,11,25
52744,41,0.0,23,11,24
52745,42,0.0,22,11,24
52746,44,0.0,20,11,20
52747,46,0.0,19,10,19
52748,48,0.0,18,9,18
52749,50,0.0,17,8,17
52750,51,0.0,16,9,16
52751,53,0.0,15,10,15
52752,54,0.0,15,10,15
52753,56,0.0,13,10,13
52754,57,0.0,13,10,13
52755,59,0.0,12,10,12
52756,55,0.0,14,10,14
52757,51,0.0,15,11,15
52758,47,0.0,14,11,14
52759,41,0.0,15,12,15
52760,35,0.0,18,13,18
52761,29,0.0,20,14,20
52762,28,0.0,22,14,24
52763,28,0.0,24,14,24
52764,27,0.0,26,13,25
52765,30,0.0,24,12,24
52766,34,0.0,24,10,25
